Species,Diameter,Condition,Sidewalk_Condition,Borough,Longitude,Latitude
ZESE,8,Excellent,Good,Manhattan,-73.97074,40.766578
PR,7,Poor,Good,Manhattan,-73.970598,40.766518
AIAL,13,Excellent,Good,Manhattan,-73.970317,40.7664
PYCA,7,Excellent,Good,Manhattan,-73.970317,40.7664
PYCA,7,Excellent,Good,Manhattan,-73.970175,40.76634
GLTR,7,Excellent,Good,Manhattan,-73.970034,40.766281
PYCA,7,Excellent,Good,Manhattan,-73.96961,40.766102
GLTR,9,Excellent,Good,Manhattan,-73.970914,40.767141
GLTR,8,Excellent,Good,Manhattan,-73.970914,40.767141
ULAM,14,Excellent,Good,Manhattan,-73.97164,40.766151
GLTR,9,Excellent,Good,Manhattan,-73.971195,40.766758
TICO,4,Excellent,Good,Manhattan,-73.970881,40.766638
PLAC,9,Poor,Good,Manhattan,-73.970598,40.766518
GLTR,6,Excellent,Good,Manhattan,-73.970034,40.766281
GLTR,7,Excellent,Good,Manhattan,-73.969892,40.766221
QURU,4,Excellent,Good,Manhattan,-73.969186,40.76664
SOJA,10,Excellent,Good,Manhattan,-73.969561,40.766081
SOJA,11,Excellent,Good,Manhattan,-73.969518,40.766063
SOJA,11,Excellent,Good,Manhattan,-73.969432,40.766027
PLAC,9,Poor,Good,Manhattan,-73.969388,40.766008
AIAL,12,Good,Good,Manhattan,-73.969301,40.765971
PLAC,12,Excellent,Good,Manhattan,-73.969301,40.765971
PLAC,13,Good,Good,Manhattan,-73.969258,40.765954
PLAC,12,Poor,Good,Manhattan,-73.969127,40.765898
SOJA,4,Excellent,Good,Manhattan,-73.969084,40.76588
GLTR,7,Excellent,Good,Manhattan,-73.967843,40.765596
TICO,6,Excellent,Good,Manhattan,-73.967843,40.765596
TICO,4,Excellent,Good,Manhattan,-73.969561,40.766081
TICO,5,Poor,Good,Manhattan,-73.969518,40.766063
SOJA,5,Excellent,Good,Manhattan,-73.969215,40.765935
SOJA,12,Excellent,Good,Manhattan,-73.969171,40.765917
PLAC,7,Poor,Good,Manhattan,-73.969084,40.76588
SOJA,12,Excellent,Good,Manhattan,-73.968093,40.765252
SOJA,4,Excellent,Good,Manhattan,-73.968093,40.765252
SOJA,4,Excellent,Good,Manhattan,-73.968093,40.765252
SOJA,7,Excellent,Good,Manhattan,-73.968093,40.765252
PYCA,6,Excellent,Good,Manhattan,-73.97164,40.766151
PYCA,4,Excellent,Good,Manhattan,-73.97164,40.766151
PYCA,11,Excellent,Good,Manhattan,-73.971623,40.766131
SOJA,12,Excellent,Good,Manhattan,-73.971056,40.765894
PYCA,3,Excellent,Good,Manhattan,-73.970914,40.765834
GLTR,5,Excellent,Good,Manhattan,-73.970632,40.765716
GIBI,7,Poor,Good,Manhattan,-73.970632,40.765716
GLTR,5,Excellent,Good,Manhattan,-73.97049,40.765657
ACSA2,3,Excellent,Good,Manhattan,-73.970207,40.765538
GLTR,4,Excellent,Good,Manhattan,-73.970034,40.765478
TICO,5,Excellent,Good,Manhattan,-73.970034,40.765478
TICO,5,Excellent,Good,Manhattan,-73.970034,40.765478
PYCA,4,Excellent,Good,Manhattan,-73.969788,40.765814
SOJA,6,Excellent,Good,Manhattan,-73.969985,40.765545
GIBI,2,Good,Good,Manhattan,1,1
PYCA,3,Excellent,Good,Manhattan,-73.969887,40.765679
GLTR,2,Excellent,Good,Manhattan,-73.969788,40.765814
GLTR,4,Excellent,Good,Manhattan,-73.969641,40.766015
FRPE,4,Excellent,Good,Manhattan,-73.970034,40.765478
GIBI,6,Excellent,Good,Manhattan,-73.969974,40.76544
SOJA,10,Excellent,Good,Manhattan,-73.969806,40.765369
GIBI,7,Excellent,Good,Manhattan,-73.969679,40.765316
GIBI,6,Excellent,Good,Manhattan,-73.969679,40.765316
GIBI,8,Excellent,Good,Manhattan,-73.969553,40.765262
GIBI,7,Excellent,Good,Manhattan,-73.968259,40.765024
GIBI,9,Excellent,Good,Manhattan,-73.968259,40.765024
FRPE,5,Excellent,Good,Manhattan,-73.969542,40.766151
FRPE,3,Dead,Good,Manhattan,-73.969505,40.766202
FRPE,3,Dead,Good,Manhattan,-73.969468,40.766253
PYCA,3,Good,Good,Manhattan,-73.969284,40.766506
QURU,4,Good,Good,Manhattan,-73.969186,40.76664
QUPH,5,Excellent,Good,Manhattan,-73.971623,40.766131
QUPH,5,Excellent,Good,Manhattan,-73.971623,40.766131
TICO,4,Excellent,Good,Manhattan,-73.971503,40.766081
TICO,4,Excellent,Good,Manhattan,-73.971503,40.766081
TICO,4,Excellent,Good,Manhattan,-73.971503,40.766081
TICO,4,Excellent,Good,Manhattan,-73.971263,40.765981
PYCA,4,Excellent,Good,Manhattan,-73.971143,40.76593
PYCA,4,Excellent,Good,Manhattan,-73.971143,40.76593
TICO,5,Dead,Good,Manhattan,-73.971023,40.76588
PYCA,4,Poor,Good,Manhattan,-73.970903,40.76583
GLTR,5,Excellent,Good,Manhattan,-73.970665,40.76573
TICO,7,Excellent,Good,Manhattan,-73.970425,40.765629
TICO,4,Excellent,Good,Manhattan,-73.970305,40.765579
GLTR,3,Excellent,Good,Manhattan,-73.970268,40.765154
ULAM,13,Excellent,Raised,Manhattan,-73.97164,40.766151
ULAM,20,Excellent,Good,Manhattan,-73.97164,40.766151
ULAM,11,Excellent,Good,Manhattan,-73.97164,40.766151
ULAM,16,Excellent,Good,Manhattan,-73.97164,40.766151
ULAM,14,Excellent,Good,Manhattan,-73.97164,40.766151
ULAM,10,Excellent,Good,Manhattan,-73.971529,40.766303
ULAM,29,Excellent,Raised,Manhattan,-73.971529,40.766303
ULAM,9,Good,Good,Manhattan,-73.971529,40.766303
ULAM,15,Excellent,Good,Manhattan,-73.971529,40.766303
ULAM,16,Excellent,Good,Manhattan,-73.971529,40.766303
ULAM,30,Excellent,Good,Manhattan,-73.971343,40.766556
ULAM,14,Excellent,Good,Manhattan,-73.971343,40.766556
ULAM,9,Good,Good,Manhattan,-73.971306,40.766606
ULAM,18,Excellent,Good,Manhattan,-73.971306,40.766606
ULAM,16,Excellent,Good,Manhattan,-73.971306,40.766606
ULAM,18,Excellent,Good,Manhattan,-73.971306,40.766606
ULAM,7,Excellent,Good,Manhattan,-73.971306,40.766606
GIBI,6,Excellent,Good,Manhattan,-73.970016,40.765458
GLTR,6,Good,Good,Manhattan,-73.969924,40.765419
GLTR,3,Excellent,Good,Manhattan,-73.969879,40.7654
TICO,4,Good,Good,Manhattan,-73.969787,40.765361
GIBI,5,Excellent,Good,Manhattan,-73.969787,40.765361
PLAC,5,Poor,Good,Manhattan,-73.969511,40.765244
TICO,8,Excellent,Good,Manhattan,-73.969465,40.765225
ULAM,6,Good,Good,Manhattan,-73.972092,40.765528
ULAM,6,Good,Good,Manhattan,-73.972092,40.765528
ULAM,36,Excellent,Good,Manhattan,-73.972092,40.765528
ULAM,6,Excellent,Good,Manhattan,-73.972092,40.765528
ULAM,16,Excellent,Good,Manhattan,-73.972092,40.765528
ULAM,29,Excellent,Good,Manhattan,-73.972092,40.765528
ULAM,29,Excellent,Good,Manhattan,-73.972092,40.765528
ULAM,37,Excellent,Good,Manhattan,-73.972092,40.765528
ULAM,13,Excellent,Good,Manhattan,-73.971763,40.765981
ULAM,13,Excellent,Good,Manhattan,-73.971763,40.765981
ULAM,36,Excellent,Good,Manhattan,-73.971763,40.765981
ULAM,7,Excellent,Good,Manhattan,-73.971763,40.765981
ULAM,7,Excellent,Good,Manhattan,-73.971763,40.765981
ULAM,24,Excellent,Good,Manhattan,-73.971763,40.765981
ULAM,14,Excellent,Good,Manhattan,-73.971763,40.765981
TICO,13,Excellent,Good,Manhattan,-73.972092,40.765528
TICO,11,Excellent,Good,Manhattan,-73.972092,40.765528
TICO,4,Excellent,Good,Manhattan,-73.972092,40.765528
PLAC,12,Poor,Good,Manhattan,-73.972092,40.765528
QUPA,6,Excellent,Good,Manhattan,-73.971763,40.765981
QUPA,6,Excellent,Good,Manhattan,-73.971763,40.765981
QURU,0,Good,Good,Manhattan,-73.969284,40.766506
ULAM,6,Excellent,Good,Manhattan,-73.971426,40.765234
SOJA,9,Excellent,Good,Manhattan,-73.971168,40.765125
SOJA,9,Excellent,Good,Manhattan,-73.970779,40.76496
PYCA,3,Poor,Good,Manhattan,-73.970779,40.76496
GLTR,2,Poor,Good,Manhattan,-73.970489,40.76485
GIBI,3,Excellent,Good,Manhattan,-73.970472,40.76483
PYCA,3,Excellent,Good,Manhattan,-73.970335,40.764772
PYCA,3,Excellent,Good,Manhattan,-73.969967,40.764617
PYCA,3,Excellent,Good,Manhattan,-73.969967,40.764617
PYCA,3,Excellent,Good,Manhattan,-73.969967,40.764617
PYCA,3,Excellent,Good,Manhattan,-73.969967,40.764617
QURU,4,Poor,Good,Manhattan,-73.970434,40.764926
PYCA,4,Good,Good,Manhattan,-73.970268,40.765154
PYCA,4,Excellent,Good,Manhattan,-73.970268,40.765154
PYCA,4,Excellent,Good,Manhattan,-73.970268,40.765154
PYCA,4,Excellent,Good,Manhattan,-73.970268,40.765154
UNKNOWN,3,Excellent,Good,Manhattan,-73.969681,40.763076
UNKNOWN,3,Excellent,Good,Manhattan,-73.969681,40.763076
UNKNOWN,3,Excellent,Good,Manhattan,-73.969681,40.763076
UNKNOWN,6,Excellent,Good,Manhattan,-73.969681,40.763076
UNKNOWN,6,Excellent,Good,Manhattan,-73.969681,40.763076
UNKNOWN,3,Excellent,Good,Manhattan,-73.969681,40.763076
UNKNOWN,3,Excellent,Good,Manhattan,-73.969681,40.763076
GIBI,3,Good,Good,Manhattan,1,1
UNKNOWN,6,Excellent,Good,Manhattan,-73.969537,40.763274
UNKNOWN,6,Excellent,Good,Manhattan,-73.969537,40.763274
UNKNOWN,3,Excellent,Good,Manhattan,-73.969537,40.763274
UNKNOWN,3,Excellent,Good,Manhattan,-73.969537,40.763274
UNKNOWN,4,Excellent,Good,Manhattan,-73.969537,40.763274
PLAC,13,Excellent,Good,Manhattan,-73.969537,40.763274
PYCA,5,Excellent,Good,Manhattan,-73.969537,40.763274
PYCA,3,Excellent,Good,Manhattan,-73.969283,40.763622
PYCA,3,Excellent,Good,Manhattan,-73.969283,40.763622
PYCA,3,Excellent,Good,Manhattan,-73.969041,40.763954
PYCA,3,Excellent,Good,Manhattan,-73.969041,40.763954
PYCA,3,Excellent,Good,Manhattan,-73.969041,40.763954
PYCA,3,Excellent,Good,Manhattan,-73.969041,40.763954
PYCA,7,Excellent,Good,Manhattan,-73.969041,40.763954
PYCA,3,Excellent,Good,Manhattan,-73.969041,40.763954
PYCA,5,Excellent,Good,Manhattan,-73.969041,40.763954
UNKNOWN,4,Excellent,Good,Manhattan,-73.969041,40.763954
UNKNOWN,4,Excellent,Good,Manhattan,-73.969041,40.763954
FRPE,3,Excellent,Good,Manhattan,-73.96907,40.763914
FRPE,4,Excellent,Good,Manhattan,-73.96907,40.763914
FRPE,3,Excellent,Good,Manhattan,-73.96907,40.763914
UNKNOWN,6,Excellent,Good,Manhattan,-73.969244,40.763676
UNKNOWN,6,Excellent,Good,Manhattan,-73.969244,40.763676
FRPE,4,Excellent,Good,Manhattan,-73.969244,40.763676
GIBI,3,Good,Good,Manhattan,1,1
FRPE,5,Excellent,Good,Manhattan,-73.969244,40.763676
FRPE,4,Excellent,Good,Manhattan,-73.969244,40.763676
PYCA,6,Excellent,Good,Manhattan,-73.969244,40.763676
PYCA,5,Excellent,Good,Manhattan,-73.969244,40.763676
PYCA,3,Excellent,Good,Manhattan,-73.969244,40.763676
PYCA,5,Excellent,Good,Manhattan,-73.96907,40.763914
PYCA,4,Excellent,Good,Manhattan,-73.96907,40.763914
GIBI,8,Excellent,Good,Manhattan,-73.968002,40.762479
GIBI,8,Excellent,Good,Manhattan,-73.969034,40.762587
PYCA,6,Excellent,Good,Manhattan,-73.969316,40.762707
GIBI,9,Excellent,Good,Manhattan,-73.967674,40.765827
GIBI,6,Excellent,Good,Manhattan,-73.967674,40.765827
QUPA,5,Good,Good,Manhattan,-73.967674,40.765827
PYCA,7,Excellent,Good,Manhattan,-73.967773,40.765692
PYCA,6,Poor,Good,Manhattan,-73.967773,40.765692
UNKNOWN,7,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,3,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,3,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,10,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,7,Poor,Good,Manhattan,-73.967843,40.765596
UNKNOWN,6,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,5,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,5,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,3,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,3,Excellent,Good,Manhattan,-73.967843,40.765596
GLTR,7,Excellent,Good,Manhattan,-73.967843,40.765596
GLTR,7,Excellent,Good,Manhattan,-73.967843,40.765596
GLTR,9,Excellent,Good,Manhattan,-73.967843,40.765596
PYCA,6,Excellent,Good,Manhattan,-73.967843,40.765596
GLTR,4,Excellent,Good,Manhattan,-73.967843,40.765596
GLTR,9,Excellent,Good,Manhattan,-73.967843,40.765596
UNKNOWN,1,Good,Good,Manhattan,-74.003963,40.731609
SOJA,10,Excellent,Good,Manhattan,-73.99454,40.745618
SOJA,12,Excellent,Good,Manhattan,-74.004756,40.731
PLAC,16,Good,Good,Manhattan,-74.003642,40.730655
PYCA,5,Excellent,Good,Manhattan,-74.007032,40.729133
PYCA,5,Excellent,Good,Manhattan,-74.007032,40.729133
PYCA,4,Excellent,Good,Manhattan,-74.007032,40.729133
PYCA,4,Excellent,Good,Manhattan,-74.007032,40.729133
PYCA,5,Excellent,Good,Manhattan,-74.007032,40.729133
PLAC,9,Good,Good,Manhattan,-74.010069,40.731264
PLAC,10,Good,Good,Manhattan,-74.010069,40.731264
PLAC,11,Good,Good,Manhattan,-74.010271,40.731576
PLAC,5,Good,Good,Manhattan,-74.010256,40.731762
PLAC,4,Poor,Good,Manhattan,-74.010237,40.731994
GIBI,6,Poor,Good,Manhattan,-74.004657,40.731003
TICO,7,Good,Good,Manhattan,-74.004852,40.730998
GIBI,5,Poor,Good,Manhattan,-74.00495,40.730995
GLTR,8,Good,Good,Manhattan,-74.005243,40.730987
GLTR,6,Good,Good,Manhattan,-74.005145,40.73099
GLTR,7,Good,Good,Manhattan,-74.005437,40.730982
PLAC,10,Poor,Good,Manhattan,-74.005339,40.730984
GLTR,5,Good,Good,Manhattan,-74.005632,40.730976
GLTR,9,Good,Good,Manhattan,-74.005536,40.730979
PLAC,9,Good,Good,Manhattan,-74.00573,40.730974
PLAC,19,Good,Good,Manhattan,-74.00573,40.730974
PLAC,19,Good,Good,Manhattan,-74.005925,40.730968
QUPH,11,Good,Good,Manhattan,-74.005826,40.730971
GIBI,7,Excellent,Good,Manhattan,-74.005925,40.730968
UNKDEAD,0,Dead,Good,Manhattan,-74.006023,40.730966
PLAC,14,Poor,Good,Manhattan,-74.006119,40.730963
PLAC,15,Good,Good,Manhattan,-74.006119,40.730963
PLAC,11,Poor,Good,Manhattan,-74.006217,40.73096
GLTR,7,Good,Good,Manhattan,-74.006217,40.73096
GIBI,9,Excellent,Good,Manhattan,-74.006316,40.730958
TICO,14,Excellent,Good,Manhattan,-73.967076,40.763398
SOJA,6,Excellent,Good,Manhattan,1,1
TICO,8,Excellent,Good,Manhattan,-73.967076,40.763398
TICO,9,Excellent,Good,Manhattan,-73.967076,40.763398
GIBI,5,Excellent,Good,Manhattan,-74.006412,40.730955
TICO,9,Excellent,Good,Manhattan,-73.967076,40.763398
GLTR,9,Good,Good,Manhattan,1,1
TICO,9,Excellent,Good,Manhattan,-73.967076,40.763398
TICO,7,Excellent,Good,Manhattan,-73.966961,40.763349
PLAC,7,Good,Good,Manhattan,1,1
PLAC,8,Good,Good,Manhattan,-73.966904,40.763325
TICO,8,Excellent,Good,Manhattan,-73.966789,40.763276
PLAC,13,Good,Good,Manhattan,1,1
TICO,7,Excellent,Good,Manhattan,-73.966674,40.763228
TICO,4,Excellent,Good,Manhattan,-73.966616,40.763204
TICO,7,Excellent,Good,Manhattan,-73.966501,40.763155
TICO,5,Good,Good,Manhattan,-73.966442,40.76313
PYCA,4,Poor,Good,Manhattan,-74.006909,40.730962
TICO,11,Excellent,Good,Manhattan,-73.966384,40.763106
PYCA,5,Poor,Good,Manhattan,-74.006909,40.730962
TICO,4,Good,Good,Manhattan,-73.966384,40.763106
PYCA,3,Good,Good,Manhattan,-74.008616,40.731125
GIBI,6,Excellent,Good,Manhattan,-73.966552,40.763177
PYCA,2,Excellent,Good,Manhattan,-74.008616,40.731125
GIBI,6,Excellent,Good,Manhattan,-73.966552,40.763177
GIBI,7,Excellent,Good,Manhattan,-73.96666,40.763222
UNKDEAD,0,Dead,Good,Manhattan,-74.008616,40.731125
PLAC,24,Excellent,Good,Manhattan,-73.966712,40.763244
PYCA,3,Poor,Good,Manhattan,-74.008616,40.731125
TICO,7,Excellent,Good,Manhattan,-73.96682,40.76329
PYCA,3,Poor,Good,Manhattan,-74.008616,40.731125
PLAC,10,Good,Good,Manhattan,-73.966874,40.763313
PLAC,17,Excellent,Good,Manhattan,-73.966981,40.763358
GLTR,3,Good,Good,Manhattan,-74.008616,40.731125
TICO,9,Excellent,Good,Manhattan,-73.967089,40.763403
PLAC,8,Good,Good,Manhattan,-74.009253,40.731186
PLAC,18,Good,Good,Manhattan,-73.967141,40.763425
PS,0,Planting Space,Good,Manhattan,-73.967167,40.763625
PLAC,11,Good,Good,Manhattan,-74.009253,40.731186
PLAC,9,Good,Good,Manhattan,-74.009253,40.731186
PLAC,11,Good,Good,Manhattan,-74.009253,40.731186
GLTR,6,Excellent,Good,Manhattan,-73.967118,40.763692
PLAC,13,Good,Good,Manhattan,-74.00956,40.731215
PLAC,11,Good,Good,Manhattan,-74.009763,40.731235
QUPA,8,Excellent,Good,Manhattan,-74.010069,40.731264
PS,0,Planting Space,Good,Manhattan,-73.96907,40.763914
PYCA,3,Excellent,Good,Manhattan,-73.96907,40.763914
PYCA,3,Excellent,Good,Manhattan,-73.968492,40.763994
TICO,4,Excellent,Good,Manhattan,-73.968417,40.763963
GLTR,3,Good,Good,Manhattan,-74.008616,40.731125
PLAC,16,Excellent,Good,Manhattan,-73.968193,40.763868
ACSA2,15,Excellent,Good,Manhattan,-73.968119,40.763837
PYCA,4,Excellent,Good,Manhattan,-74.008616,40.731125
PLAC,14,Excellent,Good,Manhattan,-73.968044,40.763805
PLAC,12,Excellent,Good,Manhattan,-73.967895,40.763743
PLAC,16,Excellent,Good,Manhattan,-73.967746,40.76368
QUPA,4,Good,Good,Manhattan,-74.008907,40.731252
PYCA,4,Excellent,Good,Manhattan,-73.967521,40.763585
PLAC,6,Good,Good,Manhattan,-73.967446,40.763554
QUPA,5,Good,Good,Manhattan,-74.008872,40.731427
PLAC,5,Good,Good,Manhattan,-74.008837,40.731601
GIBI,5,Excellent,Good,Manhattan,-73.967297,40.763491
PLAC,11,Excellent,Good,Manhattan,-73.96738,40.763526
GIBI,8,Excellent,Good,Manhattan,-73.967628,40.76363
QUPA,5,Excellent,Good,Manhattan,-74.008913,40.731885
QUPH,14,Excellent,Good,Manhattan,-73.967709,40.763665
QUPA,4,Poor,Good,Manhattan,-74.008913,40.731885
PLAC,18,Excellent,Good,Manhattan,-73.967874,40.763734
PLAC,7,Good,Good,Manhattan,-73.96804,40.763804
PLAC,11,Good,Good,Manhattan,-73.968288,40.763908
PYCA,2,Excellent,Good,Manhattan,-73.968288,40.763908
GIBI,7,Excellent,Good,Manhattan,-73.96837,40.763943
PLAC,13,Excellent,Good,Manhattan,-73.968453,40.763978
GIBI,8,Excellent,Good,Manhattan,-73.968534,40.764012
PYCA,6,Excellent,Good,Manhattan,-73.968883,40.764171
GIBI,8,Excellent,Good,Manhattan,-74.008003,40.731077
GIBI,8,Excellent,Good,Manhattan,-73.968883,40.764171
GIBI,6,Excellent,Good,Manhattan,-74.008003,40.731077
GIBI,7,Excellent,Good,Manhattan,-74.008003,40.731077
GIBI,7,Excellent,Good,Manhattan,-74.008003,40.731077
GIBI,7,Good,Good,Manhattan,-74.008003,40.731077
GIBI,7,Good,Good,Manhattan,-74.008003,40.731077
UNKDEAD,0,Dead,Good,Manhattan,-74.008616,40.731125
PYCA,3,Excellent,Good,Manhattan,-73.966821,40.764097
ACRU,8,Excellent,Good,Manhattan,-73.966821,40.764097
PLAC,16,Poor,Good,Manhattan,-73.966931,40.764155
FRPE,8,Excellent,Good,Manhattan,-73.967207,40.764272
GIBI,9,Excellent,Good,Manhattan,-73.967299,40.764311
QUPA,4,Excellent,Good,Manhattan,-73.967484,40.764389
GLTR,3,Excellent,Good,Manhattan,-73.967577,40.764428
GLTR,9,Good,Good,Manhattan,-73.967668,40.764466
QUPA,3,Excellent,Good,Manhattan,-73.968501,40.764691
TICO,7,Excellent,Good,Manhattan,-73.968501,40.764691
TICO,9,Excellent,Good,Manhattan,-73.968501,40.764691
UNKSTMP,0,Stump,Good,Manhattan,-73.968501,40.764691
PLAC,19,Excellent,Good,Manhattan,-73.966821,40.764097
PLAC,7,Excellent,Good,Manhattan,-73.966821,40.764097
GIBI,9,Excellent,Good,Manhattan,-73.967086,40.764221
PLAC,14,Excellent,Good,Manhattan,-73.967169,40.764256
PLAC,13,Excellent,Good,Manhattan,-73.967251,40.76429
PLAC,12,Poor,Good,Manhattan,-73.967334,40.764325
PLAC,12,Poor,Good,Manhattan,-73.967582,40.76443
PLAC,10,Good,Good,Manhattan,-73.967582,40.76443
GLTR,11,Excellent,Good,Manhattan,-73.967829,40.764534
GLTR,11,Excellent,Good,Manhattan,-73.967994,40.764603
UNKNOWN,9,Excellent,Good,Manhattan,-73.968375,40.764864
GLTR,12,Excellent,Good,Manhattan,-73.968375,40.764864
TICO,4,Excellent,Good,Manhattan,-73.968819,40.764258
TICO,4,Good,Good,Manhattan,-73.968819,40.764258
PYCA,5,Poor,Good,Manhattan,-73.968533,40.764648
PYCA,5,Poor,Good,Manhattan,-73.968533,40.764648
UNKNOWN,3,Excellent,Good,Manhattan,-73.968533,40.764648
UNKNOWN,3,Excellent,Good,Manhattan,-73.968533,40.764648
UNKNOWN,3,Excellent,Good,Manhattan,-73.968533,40.764648
UNKNOWN,3,Excellent,Good,Manhattan,-73.968756,40.764345
UNKNOWN,3,Excellent,Good,Manhattan,-73.968756,40.764345
UNKNOWN,8,Good,Good,Manhattan,-73.968819,40.764258
UNKSTMP,0,Stump,Good,Manhattan,-73.968819,40.764258
UNKNOWN,3,Excellent,Good,Manhattan,-73.968819,40.764258
FRPE,3,Excellent,Good,Manhattan,-73.968819,40.764258
UNKNOWN,5,Excellent,Good,Manhattan,-73.968819,40.764258
TICO,8,Excellent,Good,Manhattan,-73.968833,40.764238
PYCA,0,Poor,Good,Manhattan,-73.968833,40.764238
SOJA,2,Excellent,Good,Manhattan,-73.968259,40.765024
SOJA,2,Excellent,Good,Manhattan,-73.968259,40.765024
SOJA,8,Excellent,Good,Manhattan,-73.968259,40.765024
SOJA,7,Excellent,Good,Manhattan,-73.968148,40.765176
SOJA,8,Excellent,Good,Manhattan,-73.968038,40.765328
PYCA,3,Good,Good,Manhattan,-73.968081,40.765269
PYCA,6,Good,Good,Manhattan,-73.968081,40.765269
PYCA,4,Excellent,Good,Manhattan,-73.968375,40.764864
PYCA,8,Excellent,Good,Manhattan,-73.968375,40.764864
UNKNOWN,5,Excellent,Good,Manhattan,-73.968375,40.764864
UNKNOWN,3,Excellent,Good,Manhattan,-73.968375,40.764864
GIBI,3,Good,Good,Manhattan,1,1
UNKNOWN,3,Excellent,Good,Manhattan,-73.968326,40.764932
PYCA,6,Excellent,Good,Manhattan,-73.964749,40.764066
UNKNOWN,5,Excellent,Good,Manhattan,-73.968326,40.764932
UNKNOWN,8,Good,Good,Manhattan,-73.968326,40.764932
UNKNOWN,4,Excellent,Good,Manhattan,-73.968326,40.764932
UNKNOWN,4,Excellent,Good,Manhattan,-73.968326,40.764932
UNKNOWN,4,Excellent,Good,Manhattan,-73.968326,40.764932
UNKNOWN,3,Excellent,Good,Manhattan,-73.968081,40.765269
UNKNOWN,8,Excellent,Good,Manhattan,-73.968081,40.765269
UNKNOWN,5,Excellent,Good,Manhattan,-73.968081,40.765269
PYCA,7,Excellent,Good,Manhattan,-73.965506,40.764372
PYCA,9,Excellent,Good,Manhattan,-73.965506,40.764372
COMA,2,Good,Good,Manhattan,-73.966075,40.764612
PYCA,6,Excellent,Good,Manhattan,-73.966234,40.764679
PYCA,5,Good,Good,Manhattan,-73.966033,40.764595
PYCA,8,Excellent,Good,Manhattan,-73.965934,40.764553
PLAC,20,Good,Good,Manhattan,-74.002625,40.728738
PLAC,15,Good,Good,Manhattan,-74.002625,40.728738
PLAC,15,Good,Good,Manhattan,-74.002625,40.728738
GLTR,8,Good,Good,Manhattan,-74.002562,40.728879
PLAC,12,Good,Good,Manhattan,-74.002562,40.728879
TICO,6,Good,Good,Manhattan,-74.002562,40.728879
PLAC,13,Good,Good,Manhattan,-74.002562,40.728879
GLTR,4,Excellent,Good,Manhattan,-73.964826,40.76396
GIBI,3,Excellent,Good,Manhattan,-73.964826,40.76396
GLTR,2,Excellent,Good,Manhattan,-73.964953,40.763787
GLTR,4,Excellent,Good,Manhattan,-73.965015,40.7637
GLTR,5,Excellent,Good,Manhattan,-73.965205,40.76344
GLTR,4,Excellent,Good,Manhattan,-73.965161,40.763501
GLTR,3,Excellent,Good,Manhattan,-73.965116,40.763561
GLTR,7,Excellent,Good,Manhattan,-73.964984,40.763743
UL,9,Good,Good,Manhattan,-74.002531,40.728949
PLAC,16,Good,Good,Manhattan,-74.002531,40.728949
GLTR,10,Excellent,Good,Manhattan,-73.965879,40.763712
UNKNOWN,8,Excellent,Good,Manhattan,-73.965986,40.763757
TICO,7,Good,Good,Manhattan,-74.002531,40.728949
PLAC,16,Good,Good,Manhattan,-73.966146,40.763825
TICO,0,Excellent,Good,Manhattan,-73.966201,40.763848
UL,9,Good,Good,Manhattan,-74.002531,40.728949
ACPL,17,Excellent,Good,Manhattan,-73.966308,40.763893
TICO,8,Good,Good,Manhattan,-74.002531,40.728949
UL,10,Good,Good,Manhattan,-74.002476,40.729073
UL,6,Good,Good,Manhattan,-74.002476,40.729073
PLAC,9,Excellent,Good,Manhattan,-73.96663,40.764029
UL,10,Good,Good,Manhattan,-74.002394,40.729259
UL,8,Good,Good,Manhattan,-74.002394,40.729259
PLAC,16,Excellent,Good,Manhattan,-73.96679,40.764096
TICO,9,Good,Good,Manhattan,-74.00154,40.729259
GIBI,8,Excellent,Good,Manhattan,-73.966838,40.764116
TICO,3,Good,Good,Manhattan,-74.00154,40.729259
TICO,8,Excellent,Good,Manhattan,1,1
UL,9,Good,Good,Manhattan,-74.00154,40.729259
GIBI,8,Excellent,Good,Manhattan,-73.966689,40.764054
UL,9,Good,Good,Manhattan,-74.00154,40.729259
PLAC,12,Good,Good,Manhattan,-74.00154,40.729259
TICO,6,Excellent,Good,Manhattan,-73.966639,40.764033
GIBI,10,Excellent,Good,Manhattan,-73.96654,40.763991
PYCA,7,Good,Good,Manhattan,-74.00154,40.729259
TICO,7,Good,Good,Manhattan,-74.00154,40.729259
TICO,3,Good,Good,Manhattan,-74.00154,40.729259
ULAM,6,Good,Good,Manhattan,-73.966288,40.763884
UL,11,Good,Good,Manhattan,-74.00154,40.729259
GIBI,5,Excellent,Good,Manhattan,-73.966238,40.763863
GIBI,6,Excellent,Good,Manhattan,-73.966139,40.763822
UL,11,Good,Good,Manhattan,-74.00154,40.729259
PYCA,6,Excellent,Good,Manhattan,-73.968081,40.765269
PYCA,5,Excellent,Good,Manhattan,-73.968081,40.765269
