Species,Diameter,Condition,Sidewalk_Condition,Borough,Longitude,Latitude
PYCA,9,Good,Good,Manhattan,-73.965686,40.768554
PRSE1,9,Good,Good,Manhattan,-73.965686,40.768554
CR,3,Poor,Good,Manhattan,-73.965686,40.768554
CR,4,Good,Good,Manhattan,-73.965686,40.768554
PRSE1,11,Excellent,Good,Manhattan,-73.965686,40.768554
PRSE1,4,Excellent,Good,Manhattan,-73.965686,40.768554
PRSE1,9,Excellent,Good,Manhattan,-73.965686,40.768554
PRSE1,7,Good,Good,Manhattan,-73.965686,40.768554
PRSE1,9,Good,Good,Manhattan,-73.965686,40.768554
PRSE1,11,Good,Good,Manhattan,-73.965686,40.768554
UNKNOWN,4,Excellent,Good,Manhattan,-73.99888,40.760192
QURU,4,Excellent,Good,Manhattan,-73.99888,40.760192
PYCA,4,Excellent,Good,Manhattan,-73.96818,40.762236
CR,3,Good,Good,Manhattan,-73.965686,40.768554
PYCA,4,Excellent,Good,Manhattan,-73.96818,40.762236
PYCA,4,Excellent,Good,Manhattan,-73.96818,40.762236
PYCA,4,Excellent,Good,Manhattan,-73.96818,40.762236
CR,2,Poor,Good,Manhattan,-73.965686,40.768554
PYCA,4,Excellent,Good,Manhattan,-73.96818,40.762236
PRSE1,5,Excellent,Good,Manhattan,-73.965686,40.768554
PYCA,5,Excellent,Good,Manhattan,-73.967539,40.765229
PYCA,8,Excellent,Good,Manhattan,-73.967539,40.765229
PYCA,7,Excellent,Good,Manhattan,-73.967539,40.765229
UNKNOWN,5,Excellent,Good,Manhattan,-73.99888,40.760192
UNKDEAD,6,Dead,Good,Manhattan,-73.99888,40.760192
UNKNOWN,5,Excellent,Good,Manhattan,-73.99888,40.760192
UNKNOWN,5,Excellent,Good,Manhattan,-73.99888,40.760192
UNKDEAD,5,Dead,Good,Manhattan,-73.99888,40.760192
UNKNOWN,4,Good,Good,Manhattan,-73.99888,40.760192
OSVI,4,Good,Good,Manhattan,-73.99888,40.760192
OSVI,2,Good,Good,Manhattan,-73.99888,40.760192
ACRU,3,Excellent,Good,Manhattan,-73.99888,40.760192
UNKDEAD,3,Dead,Good,Manhattan,-73.99888,40.760192
QURU,4,Excellent,Good,Manhattan,-73.99888,40.760192
QURU,3,Excellent,Good,Manhattan,-73.99888,40.760192
QURU,3,Excellent,Good,Manhattan,-73.99888,40.760192
UNKDEAD,3,Dead,Good,Manhattan,-73.99888,40.760192
UNKDEAD,2,Dead,Good,Manhattan,-73.99888,40.760192
QURU,4,Excellent,Good,Manhattan,-73.99888,40.760192
UNKDEAD,3,Dead,Good,Manhattan,-73.99888,40.760192
PS,0,Planting Space,Good,Manhattan,-73.99888,40.760192
QURU,4,Excellent,Good,Manhattan,-73.99888,40.760192
PS,0,Planting Space,Good,Manhattan,-73.99888,40.760192
UNKNOWN,4,Excellent,Good,Manhattan,-73.99888,40.760192
PS,0,Planting Space,Good,Manhattan,-73.99888,40.760192
ACSA2,2,Poor,Good,Manhattan,-73.998351,40.760838
PLAC,17,Excellent,Good,Manhattan,-73.998351,40.760838
PLAC,11,Excellent,Good,Manhattan,-73.998351,40.760838
PLAC,13,Excellent,Good,Manhattan,-73.998351,40.760838
PLAC,15,Excellent,Good,Manhattan,-73.998351,40.760838
QURU,3,Good,Good,Manhattan,-73.998351,40.760838
PLAC,13,Excellent,Good,Manhattan,-73.998351,40.760838
PLAC,14,Excellent,Good,Manhattan,-73.998351,40.760838
PS,0,Planting Space,Good,Manhattan,-73.998351,40.760838
QURU,2,Poor,Good,Manhattan,-73.998351,40.760838
QURU,3,Poor,Good,Manhattan,-73.998351,40.760838
QURU,3,Good,Good,Manhattan,-73.998351,40.760838
PS,0,Planting Space,Good,Manhattan,-73.998351,40.760838
UNKNOWN,2,Poor,Good,Manhattan,-73.998351,40.760838
QURU,3,Good,Good,Manhattan,-73.998351,40.760838
GIBI,4,Good,Good,Manhattan,1,1
PYCA,2,Good,Good,Manhattan,-73.923083,40.865847
UNKSTMP,0,Stump,Good,Manhattan,-73.922957,40.858979
PLAC,17,Good,Good,Manhattan,-73.922957,40.858979
ACPL,20,Poor,Good,Manhattan,-73.922957,40.858979
UNKSTMP,0,Stump,Good,Manhattan,-73.922957,40.858979
UNKSTMP,0,Stump,Good,Manhattan,-73.922957,40.858979
UNKSTMP,0,Stump,Good,Manhattan,-73.922957,40.858979
ACPL,19,Good,Good,Manhattan,-73.922957,40.858979
ACPL,17,Dead,Good,Manhattan,-73.922957,40.858979
ACPL,14,Dead,Good,Manhattan,-73.922957,40.858979
ACPL,22,Good,Good,Manhattan,-73.922957,40.858979
ACPL,14,Poor,Good,Manhattan,-73.922957,40.858979
ACPL,25,Good,Good,Manhattan,-73.922957,40.858979
GIBI,3,Poor,Good,Manhattan,-73.926519,40.864369
GIBI,7,Excellent,Good,Manhattan,-73.995311,40.758738
GIBI,8,Poor,Good,Manhattan,-73.926059,40.863645
GIBI,6,Excellent,Good,Manhattan,-73.995311,40.758738
GIBI,5,Excellent,Good,Manhattan,-73.995311,40.758738
GIBI,5,Excellent,Good,Manhattan,-73.995311,40.758738
PLAC,13,Good,Good,Manhattan,-73.994087,40.757365
QUPA,17,Good,Good,Manhattan,-73.922705,40.866384
QUPA,21,Good,Good,Manhattan,-73.922705,40.866384
QUPA,18,Good,Good,Manhattan,-73.922705,40.866384
PS,0,Planting Space,Good,Manhattan,-73.91823,40.862431
PS,0,Planting Space,Good,Manhattan,-73.91823,40.862431
PS,0,Planting Space,Good,Manhattan,-73.91823,40.862431
UNKDEAD,5,Dead,Good,Manhattan,-73.91823,40.862431
SOJA,11,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,10,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,8,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,8,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,7,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,7,Good,Good,Manhattan,-74.002026,40.755799
SOJA,8,Excellent,Good,Manhattan,-74.002026,40.755799
GLTR,5,Excellent,NA,Manhattan,-73.911654,40.868088
SOJA,8,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,9,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,8,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,8,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,10,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,10,Excellent,Good,Manhattan,-74.002026,40.755799
SOJA,9,Excellent,Good,Manhattan,-74.002026,40.755799
UNKDEAD,5,Dead,Good,Manhattan,-73.9205,40.860185
UNKDEAD,5,Dead,Good,Manhattan,-73.9205,40.860185
UNKDEAD,7,Dead,Good,Manhattan,-73.9205,40.860185
ACPS,6,Poor,Good,Manhattan,-73.9205,40.860185
SOJA,16,Good,Raised,Manhattan,-73.9205,40.860185
SOJA,17,Good,Raised,Manhattan,-73.9205,40.860185
SOJA,32,Good,Raised,Manhattan,-73.9205,40.860185
SOJA,28,Good,Raised,Manhattan,-73.9205,40.860185
UNKSTMP,0,Stump,Good,Manhattan,-73.919089,40.862081
ACPL,6,Poor,Good,Manhattan,-73.919372,40.860536
ACPL,7,Poor,Good,Manhattan,-73.919372,40.860536
ACPL,5,Poor,Good,Manhattan,-73.919372,40.860536
ACPL,7,Poor,Good,Manhattan,-73.919372,40.860536
ACPL,5,Poor,Good,Manhattan,-73.919372,40.860536
ACPL,10,Poor,Good,Manhattan,-73.919372,40.860536
PLAC,38,Good,Raised,Manhattan,-73.918577,40.862575
PLAC,31,Good,Raised,Manhattan,-73.918577,40.862575
ULAM,28,Good,Raised,Manhattan,-73.918962,40.861129
ULAM,31,Good,Raised,Manhattan,-73.918962,40.861129
ULAM,18,Good,Raised,Manhattan,-73.918962,40.861129
ULAM,18,Good,Raised,Manhattan,-73.918962,40.861129
ACPL,6,Dead,Good,Manhattan,-73.919246,40.861245
ACPL,8,Dead,Good,Manhattan,-73.919246,40.861245
ACPL,4,Dead,Good,Manhattan,-73.919246,40.861245
ACPL,6,Dead,Good,Manhattan,-73.919246,40.861245
GLTR,5,Good,Good,Manhattan,-73.945153,40.77851
GLTR,4,Good,Good,Manhattan,-73.945153,40.77851
GLTR,7,Excellent,Good,Manhattan,-73.945153,40.77851
GLTR,7,Excellent,Good,Manhattan,-73.945153,40.77851
GLTR,6,Good,Good,Manhattan,-73.945153,40.77851
GLTR,7,Excellent,Good,Manhattan,-73.945153,40.77851
GLTR,5,Good,Good,Manhattan,-73.945153,40.77851
GLTR,4,Poor,Good,Manhattan,-73.945153,40.77851
GLTR,5,Poor,Good,Manhattan,-73.945153,40.77851
GLTR,7,Good,Good,Manhattan,-73.945153,40.77851
GLTR,8,Excellent,Good,Manhattan,-73.945153,40.77851
GLTR,8,Excellent,Good,Manhattan,-73.945153,40.77851
GLTR,6,Excellent,Good,Manhattan,-73.945153,40.77851
GLTR,6,Good,Good,Manhattan,-73.945153,40.77851
GLTR,4,Good,Good,Manhattan,-73.945153,40.77851
GLTR,6,Good,Good,Manhattan,-73.945153,40.77851
GLTR,6,Good,Good,Manhattan,-73.945153,40.77851
GLTR,5,Poor,Good,Manhattan,-73.945153,40.77851
GLTR,4,Excellent,Good,Manhattan,-73.945153,40.77851
GLTR,2,Excellent,Good,Manhattan,-73.916662,40.869363
ZESE,4,Poor,Good,Manhattan,-73.918073,40.870824
ZESE,4,Poor,Good,Manhattan,-73.918073,40.870824
ZESE,4,Excellent,Good,Manhattan,-73.918073,40.870824
ZESE,4,Poor,Good,Manhattan,-73.918073,40.870824
ZESE,3,Good,Good,Manhattan,-73.918073,40.870824
ZESE,3,Good,Good,Manhattan,-73.918073,40.870824
GLTR,2,Good,Good,Manhattan,-73.958538,40.781625
GLTR,2,Good,Good,Manhattan,-73.958538,40.781625
GLTR,2,Good,Good,Manhattan,-73.958538,40.781625
AIAL,8,Good,Good,Manhattan,-73.958538,40.781625
AC,6,Good,Good,Manhattan,-73.917762,40.872068
PS,0,Planting Space,Good,Manhattan,1,1
AC,7,Good,Good,Manhattan,-73.917762,40.872068
AC,6,Poor,Good,Manhattan,-73.917762,40.872068
GLTR,4,Good,Good,Manhattan,-73.944664,40.775075
ULAM,19,Poor,Good,Manhattan,-73.944664,40.775075
ULAM,21,Good,Good,Manhattan,-73.944664,40.775075
GIBI,3,Poor,Good,Manhattan,-73.944664,40.775075
GIBI,6,Good,Good,Manhattan,-73.943345,40.776882
SOJA,25,Good,Raised,Manhattan,-73.943345,40.776882
UNKNOWN,18,Good,Good,Manhattan,-73.943345,40.776882
SOJA,21,Good,Good,Manhattan,-73.943345,40.776882
SOJA,27,Good,Good,Manhattan,-73.943345,40.776882
AC,21,Good,Good,Manhattan,-73.914165,40.871225
QUPA,2,Poor,Good,Manhattan,-73.914165,40.871225
QUPA,2,Good,Good,Manhattan,-73.914165,40.871225
QUPA,2,Good,Good,Manhattan,-73.914165,40.871225
QUPA,2,Good,Good,Manhattan,-73.914165,40.871225
QUPA,2,Dead,Good,Manhattan,-73.914165,40.871225
QUPA,2,Dead,Good,Manhattan,-73.914165,40.871225
QUPA,2,Dead,Good,Manhattan,-73.914165,40.871225
UNKDEAD,2,Dead,Good,Manhattan,-73.914165,40.871225
QU,2,Good,Good,Manhattan,-73.914165,40.871225
QUPA,2,Good,Good,Manhattan,-73.914165,40.871225
QUPA,2,Good,Good,Manhattan,-73.914165,40.871225
QUPA,2,Dead,Good,Manhattan,-73.914165,40.871225
QUPA,2,Dead,Good,Manhattan,-73.914165,40.871225
AC,16,Poor,Good,Manhattan,-73.917193,40.872505
AC,17,Good,Good,Manhattan,-73.917193,40.872505
AC,23,Good,Good,Manhattan,-73.917193,40.872505
AC,18,Poor,Good,Manhattan,-73.917193,40.872505
PS,0,Planting Space,Good,Manhattan,-73.947294,40.818654
GLTR,7,Excellent,Raised,Manhattan,-73.947294,40.818654
GIBI,10,Excellent,Good,Manhattan,-73.947294,40.818654
QUPA,5,Excellent,Good,Manhattan,-73.947294,40.818654
GLTR,8,Excellent,Good,Manhattan,-73.950424,40.818973
GLTR,8,Excellent,Good,Manhattan,-73.950424,40.818973
GLTR,5,Excellent,Good,Manhattan,-73.950424,40.818973
GLTR,9,Excellent,Good,Manhattan,-73.950424,40.818973
GLTR,8,Good,Good,Manhattan,-73.950424,40.818973
GLTR,8,Excellent,Good,Manhattan,-73.950424,40.818973
GLTR,6,Excellent,Good,Manhattan,-73.950268,40.81917
GLTR,6,Good,Good,Manhattan,-73.950268,40.81917
GLTR,7,Excellent,Good,Manhattan,-73.950268,40.81917
GLTR,7,Excellent,Good,Manhattan,-73.950236,40.81921
GLTR,6,Excellent,Good,Manhattan,-73.950236,40.81921
GLTR,9,Excellent,Good,Manhattan,-73.950027,40.819476
GLTR,9,Excellent,Good,Manhattan,-73.950027,40.819476
GLTR,5,Excellent,Good,Manhattan,-73.950112,40.819368
GLTR,5,Excellent,Good,Manhattan,-73.950112,40.819368
GLTR,5,Excellent,Good,Manhattan,-73.950112,40.819368
GLTR,5,Excellent,Good,Manhattan,-73.950112,40.819368
GLTR,5,Excellent,Good,Manhattan,-73.950112,40.819368
GLTR,4,Excellent,Good,Manhattan,-73.950112,40.819368
PYCA,6,Excellent,Good,Manhattan,-73.950112,40.819368
PYCA,5,Good,Good,Manhattan,-73.950112,40.819368
PYCA,5,Excellent,Good,Manhattan,-73.950112,40.819368
PYCA,4,Poor,Good,Manhattan,-73.950112,40.819368
GLTR,4,Excellent,Good,Manhattan,-73.950112,40.819368
PYCA,4,Excellent,Good,Manhattan,-73.950112,40.819368
PYCA,4,Poor,Good,Manhattan,-73.950112,40.819368
PYCA,3,Good,Good,Manhattan,-73.950112,40.819368
PYCA,4,Good,Good,Manhattan,-73.950112,40.819368
GLTR,4,Excellent,Good,Manhattan,-73.950112,40.819368
GLTR,5,Excellent,Good,Manhattan,-73.950112,40.819368
TICO,5,Good,Good,Manhattan,-73.941257,40.839243
TICO,5,Poor,Good,Manhattan,-73.941879,40.83957
TICO,5,Good,Good,Manhattan,-73.942324,40.839803
TICO,5,Good,Good,Manhattan,-73.941257,40.839243
ULAM,18,Good,Good,Manhattan,-73.965257,40.801128
QUPA,18,Good,Good,Manhattan,-73.965257,40.801128
PLAC,28,Good,Good,Manhattan,-73.939889,40.839572
ULAM,16,Good,Good,Manhattan,-73.939889,40.839572
PLAC,22,Good,Good,Manhattan,-73.939889,40.839572
GLTR,3,Good,Good,Manhattan,-73.937589,40.837516
SOJA,13,Good,Good,Manhattan,-73.937589,40.837516
GLTR,3,Good,Good,Manhattan,-73.937589,40.837516
GLTR,4,Good,Good,Manhattan,-73.941047,40.841626
GLTR,4,Good,Good,Manhattan,-73.941047,40.841626
GLTR,3,Good,Good,Manhattan,-73.941047,40.841626
ZESE,1,Good,Good,Manhattan,-73.941047,40.841626
ZESE,1,Good,Good,Manhattan,-73.941047,40.841626
ZESE,1,Good,Good,Manhattan,-73.941047,40.841626
ZESE,1,Good,Good,Manhattan,-73.941047,40.841626
GLTR,3,Good,Good,Manhattan,-73.94055,40.841413
SOJA,11,Good,Good,Manhattan,-73.939854,40.841114
GLTR,11,Good,Good,Manhattan,-73.940202,40.841263
GLTR,3,Good,Good,Manhattan,-73.940202,40.841263
GLTR,3,Good,Good,Manhattan,-73.940202,40.841263
PS,0,Planting Space,Good,Manhattan,-73.942095,40.842609
TICO,3,Good,Good,Manhattan,-73.942095,40.842609
UNKSTMP,0,Stump,Good,Manhattan,-73.920958,40.869808
ACPS,2,Poor,Good,Manhattan,-73.920958,40.869808
ACPS,4,Good,Good,Manhattan,-73.920958,40.869808
ACPS,16,Good,Good,Manhattan,-73.920958,40.869808
ACPS,4,Good,Good,Manhattan,-73.920958,40.869808
ACPS,4,Good,Good,Manhattan,-73.920958,40.869808
UNKDEAD,4,Dead,Good,Manhattan,-73.920958,40.869808
ACPS,4,Good,Good,Manhattan,-73.920958,40.869808
ACPS,4,Good,Good,Manhattan,-73.920958,40.869808
UNKNOWN,4,Poor,Good,Manhattan,-73.920958,40.869808
ACPS,4,Poor,Good,Manhattan,-73.920958,40.869808
ACPS,4,Good,Good,Manhattan,-73.920958,40.869808
ACPS,4,Poor,Good,Manhattan,-73.920958,40.869808
UNKDEAD,4,Dead,Good,Manhattan,-73.920958,40.869808
GLTR,35,Excellent,Good,Manhattan,-73.920958,40.869808
PYCA,4,Good,Good,Manhattan,-73.9861,40.77468
PYCA,3,Good,Good,Manhattan,-73.9861,40.77468
PYCA,4,Good,Good,Manhattan,-73.9861,40.77468
PYCA,4,Good,Good,Manhattan,-73.9861,40.77468
PYCA,4,Good,Good,Manhattan,-73.9861,40.77468
PYCA,4,Good,Good,Manhattan,-73.937964,40.854825
ACPL,19,Poor,Good,Manhattan,-73.937964,40.854825
SOJA,2,Good,Good,Manhattan,-73.937964,40.854825
SOJA,6,Good,Good,Manhattan,-73.937964,40.854825
UNKDEAD,14,Dead,Good,Manhattan,-73.937964,40.854825
ACPL,17,Good,Good,Manhattan,-73.937964,40.854825
SOJA,11,Good,Good,Manhattan,-73.937964,40.854825
ACPL,4,Good,Good,Manhattan,-73.937964,40.854825
SOJA,2,Good,Good,Manhattan,-73.937964,40.854825
SOJA,3,Good,Good,Manhattan,-73.937964,40.854825
PLAC,9,Good,Good,Manhattan,-73.937964,40.854825
PLAC,7,Good,Good,Manhattan,-73.937964,40.854825
PLAC,13,Good,Good,Manhattan,-73.937964,40.854825
SOJA,3,Good,Good,Manhattan,-73.937964,40.854825
QUPA,12,Good,Good,Manhattan,-73.937916,40.85346
QUPA,24,Good,Good,Manhattan,-73.937916,40.85346
QUPA,20,Good,Good,Manhattan,-73.937916,40.85346
QUPA,16,Good,Good,Manhattan,-73.937916,40.85346
UNKDEAD,18,Dead,Good,Manhattan,-73.937916,40.85346
QUPA,16,Good,Good,Manhattan,-73.937916,40.85346
QURU,2,Good,Good,Manhattan,-73.937916,40.85346
SOJA,5,Good,Good,Manhattan,-73.937916,40.85346
QUPA,23,Unknown,Good,Manhattan,-73.937916,40.85346
UNKDEAD,4,Dead,Good,Manhattan,-73.937461,40.855293
ULAM,9,Good,Good,Manhattan,-73.937461,40.855293
UNKNOWN,4,Good,Good,Manhattan,-73.937461,40.855293
SOJA,5,Unknown,Good,Manhattan,-73.937461,40.855293
ACPL,9,Good,Good,Manhattan,-73.938267,40.855732
ACPL,10,Good,Good,Manhattan,-73.938267,40.855732
ACPL,10,Good,Good,Manhattan,-73.938267,40.855732
ACPL,9,Good,Good,Manhattan,-73.938267,40.855732
ACPL,4,Good,Good,Manhattan,-73.938267,40.855732
SOJA,4,Good,Good,Manhattan,-73.938927,40.855637
SOJA,3,Good,Good,Manhattan,-73.938927,40.855637
ULAM,3,Good,Good,Manhattan,-73.943137,40.831633
QUPA,6,Good,Good,Manhattan,1,1
GLTR,6,Good,Good,Manhattan,-73.937639,40.852719
ULAM,12,Good,Good,Manhattan,-73.937639,40.852719
QUPA,19,Good,Good,Manhattan,-73.937639,40.852719
ULAM,11,Good,Good,Manhattan,-73.937639,40.852719
GIBI,4,Poor,Good,Manhattan,-73.964798,40.806777
FRPE,8,Good,Good,Manhattan,-73.937639,40.852719
GLTR,8,Good,Good,Manhattan,-73.937639,40.852719
GLTR,10,Good,Good,Manhattan,-73.937639,40.852719
GLTR,4,Good,Good,Manhattan,-73.937639,40.852719
COMA,6,Good,Good,Manhattan,-73.937639,40.852719
GLTR,9,Good,Good,Manhattan,-73.937639,40.852719
QUPA,21,Good,Good,Manhattan,-73.936098,40.857232
QUPA,4,Good,Good,Manhattan,-73.936098,40.857232
QUPA,9,Good,Good,Manhattan,-73.936098,40.857232
QUPA,4,Good,Good,Manhattan,-73.936098,40.857232
GIBI,4,Good,Good,Manhattan,-73.936098,40.857232
PLAC,4,Good,Good,Manhattan,-73.936098,40.857232
GIBI,3,Good,Good,Manhattan,-73.936098,40.857232
QUPA,21,Good,Good,Manhattan,-73.936098,40.857232
QUPA,15,Good,Good,Manhattan,-73.936098,40.857232
QUPA,21,Good,Good,Manhattan,-73.936098,40.857232
ACPL,16,Good,Raised,Manhattan,-73.927511,40.850657
CEOC,7,Good,Good,Manhattan,-73.927511,40.850657
ACPL,5,Good,Good,Manhattan,-73.927558,40.850605
TICO,16,Stump,Good,Manhattan,-73.927604,40.850553
GLTR,12,Good,Raised,Manhattan,-73.940709,40.849703
UNKNOWN,6,Unknown,Good,Manhattan,-73.935395,40.858902
ACPL,24,Good,Good,Manhattan,-73.928812,40.849217
UNKNOWN,6,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,6,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,5,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,4,Unknown,Good,Manhattan,-73.935395,40.858902
TICO,7,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,23,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,20,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,33,Unknown,Good,Manhattan,-73.935395,40.858902
ULAM,21,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,23,Unknown,Good,Manhattan,-73.935395,40.858902
ULAM,29,Unknown,Raised,Manhattan,-73.935395,40.858902
ULAM,15,Unknown,Good,Manhattan,-73.935395,40.858902
ULAM,15,Unknown,Good,Manhattan,-73.935395,40.858902
ULAM,29,Unknown,Good,Manhattan,-73.935395,40.858902
GLTR,12,Unknown,Good,Manhattan,-73.940523,40.833043
UNKNOWN,4,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,0,Unknown,Good,Manhattan,-73.935395,40.858902
TICO,7,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,12,Unknown,Good,Manhattan,-73.935395,40.858902
ZESE,4,Good,Good,Manhattan,1,1
ULAM,5,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,6,Excellent,Good,Manhattan,-73.935395,40.858902
TICO,4,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,8,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,6,Unknown,Good,Manhattan,-73.935395,40.858902
ACPL,14,Good,Good,Manhattan,-73.929279,40.848701
UNKNOWN,11,Unknown,Good,Manhattan,-73.935395,40.858902
ULAM,5,Unknown,Good,Manhattan,-73.935395,40.858902
TICO,4,Poor,Good,Manhattan,-73.935395,40.858902
SOJA,9,Unknown,Good,Manhattan,-73.935395,40.858902
TICO,5,Unknown,Good,Manhattan,-73.935395,40.858902
GLTR,5,Excellent,Good,Manhattan,-73.939224,40.850107
GLTR,4,Excellent,Good,Manhattan,-73.939224,40.850107
UNKNOWN,11,Unknown,Good,Manhattan,-73.935395,40.858902
GLTR,5,Excellent,Good,Manhattan,-73.939224,40.850107
ULAM,29,Unknown,Raised,Manhattan,-73.935395,40.858902
PS,0,Planting Space,Good,Manhattan,-73.939224,40.850107
TICO,5,Unknown,Raised,Manhattan,-73.935395,40.858902
UNKNOWN,19,Unknown,Good,Manhattan,-73.935395,40.858902
UNKNOWN,17,Unknown,Good,Manhattan,-73.935395,40.858902
PLAC,19,Unknown,Good,Manhattan,-73.935395,40.858902
GLTR,10,Poor,Good,Manhattan,-73.938703,40.845449
QUPA,12,Good,Good,Manhattan,-73.936591,40.845441
QUPA,14,Poor,Good,Manhattan,-73.996208,40.726097
QUPA,14,Poor,Good,Manhattan,-73.996208,40.726097
UNKNOWN,0,Unknown,Good,Manhattan,-73.934092,40.851785
QUPA,16,Poor,Good,Manhattan,-73.964798,40.806777
QUPA,15,Good,Good,Manhattan,-73.964798,40.806777
QUPA,16,Good,Good,Manhattan,-73.964753,40.806839
QUPA,15,Good,Good,Manhattan,-73.964753,40.806839
UNKNOWN,8,Good,Good,Manhattan,1,1
QUPA,9,Good,Good,Manhattan,1,1
UNKNOWN,11,Good,Good,Manhattan,1,1
QUPA,16,Good,Good,Manhattan,1,1
QUPA,12,Good,Good,Manhattan,1,1
QUPA,7,Good,Good,Manhattan,1,1
PS,0,Planting Space,Good,Manhattan,-73.930923,40.84818
PS,0,Planting Space,Good,Manhattan,-73.930923,40.84818
PS,0,Planting Space,Good,Manhattan,-73.930923,40.84818
PS,0,Planting Space,Good,Manhattan,-73.930009,40.849323
PS,0,Planting Space,Good,Manhattan,-73.929972,40.849381
PS,0,Planting Space,Good,Manhattan,-73.929935,40.849439
ACPL,12,Poor,Good,Manhattan,-73.929625,40.849923
FRPE,9,Excellent,Good,Manhattan,-73.929364,40.850293
ULAM,10,Excellent,Good,Manhattan,-73.962163,40.805575
ULAM,9,Excellent,Good,Manhattan,-73.962163,40.805575
ULAM,7,Excellent,Good,Manhattan,-73.962163,40.805575
PS,0,Planting Space,Good,Manhattan,-73.931938,40.851774
PS,0,Planting Space,Good,Manhattan,-73.931938,40.851774
PS,0,Planting Space,Good,Manhattan,-73.931938,40.851774
PLAC,18,Unknown,Good,Manhattan,-73.938716,40.833653
PLAC,6,Poor,Good,Manhattan,-73.964798,40.806777
GIBI,6,Good,Good,Manhattan,-73.964798,40.806777
SOJA,2,Good,Good,Manhattan,-73.928669,40.851175
GLTR,11,Good,Good,Manhattan,-73.928669,40.851175
SOJA,3,Good,Good,Manhattan,-73.928669,40.851175
GIBI,4,Excellent,Good,Manhattan,-73.928041,40.866213
PYCA,5,Good,Good,Manhattan,-73.928041,40.866213
PLAC,4,Good,Good,Manhattan,-73.92795,40.866278
PLAC,14,Poor,Good,Manhattan,-73.92795,40.866278
PLAC,17,Good,Good,Manhattan,-73.92795,40.866278
PYCA,5,Poor,Good,Manhattan,-73.927604,40.867527
TI,2,Poor,Good,Manhattan,-73.927604,40.867527
TI,4,Dead,Good,Manhattan,-73.927604,40.867527
PYCA,3,Good,Good,Manhattan,-73.927604,40.867527
TI,3,Poor,Good,Manhattan,-73.927604,40.867527
PYCA,7,Good,Good,Manhattan,-73.927604,40.867527
TI,5,Good,Good,Manhattan,-73.927669,40.867481
TI,3,Dead,Good,Manhattan,-73.927669,40.867481
GIBI,4,Poor,Good,Manhattan,-73.925181,40.868563
GIBI,3,Poor,Good,Manhattan,-73.926954,40.867967
UNKSTMP,0,Stump,Good,Manhattan,-73.926954,40.867967
GIBI,3,Good,Good,Manhattan,-73.926954,40.867967
GLTR,7,Good,Good,Manhattan,-73.926954,40.867967
GIBI,3,Dead,Good,Manhattan,-73.926954,40.867967
SOJA,5,Poor,Good,Manhattan,-73.926954,40.867967
AC,18,Good,Good,Manhattan,-73.926954,40.867967
SOJA,5,Good,Good,Manhattan,-73.926954,40.867967
AC,23,Good,Good,Manhattan,-73.926954,40.867967
AC,19,Good,Good,Manhattan,-73.926954,40.867967
AC,16,Good,Good,Manhattan,-73.926954,40.867967
AC,23,Good,Good,Manhattan,-73.926954,40.867967
AC,25,Good,Good,Manhattan,-73.926954,40.867967
SOJA,4,Poor,Good,Manhattan,-73.926954,40.867967
TI,4,Dead,Good,Manhattan,-73.926954,40.867967
GIBI,3,Poor,Good,Manhattan,-73.926954,40.867967
TI,5,Good,Good,Manhattan,-73.926954,40.867967
AC,17,Good,Good,Manhattan,-73.926954,40.867967
CR,5,Good,Good,Manhattan,-73.927858,40.866342
PLAC,27,Good,Good,Manhattan,-73.927858,40.866342
PYCA,7,Excellent,Good,Manhattan,-73.92873,40.866749
TI,7,Good,Good,Manhattan,-73.92873,40.866749
PYCA,7,Excellent,Good,Manhattan,-73.92873,40.866749
TI,5,Good,Good,Manhattan,-73.92873,40.866749
PYCA,6,Poor,Good,Manhattan,-73.92873,40.866749
TI,3,Good,Good,Manhattan,-73.92873,40.866749
TI,11,Poor,Good,Manhattan,-73.92873,40.866749
TI,14,Dead,Good,Manhattan,-73.92873,40.866749
